TIME,COUNTRY,AGE,VALUE
2014,Latvia,From 25 to 54 years,5799
2014,Latvia,From 50 to 64 years,5523
2014,Latvia,From 55 to 64 years,5429
2014,Latvia,Less than 60 years,5546
2014,Latvia,60 years or over,4146
2014,Latvia,Less than 65 years,5534
2014,Latvia,From 65 to 74 years,0
2014,Latvia,65 years or over,3918
2014,Latvia,Less than 75 years,5389
2014,Latvia,75 years or over,3711
2014,Lithuania,Total,4823
2014,Lithuania,Less than 6 years,5013
2014,Lithuania,From 6 to 11 years,4471
2014,Lithuania,From 11 to 15 years,0
2014,Lithuania,From 12 to 17 years,4124
2014,Lithuania,Less than 16 years,4538
2014,Lithuania,From 16 to 24 years,4833
2014,Lithuania,From 16 to 64 years,5349
2014,Lithuania,16 years or over,4883
2014,Lithuania,Less than 18 years,4532
2014,Lithuania,From 18 to 24 years,5056
2014,Lithuania,From 18 to 64 years,5393
2014,Lithuania,18 years or over,4893
2014,Lithuania,From 25 to 49 years,5496
2014,Lithuania,From 25 to 54 years,5568
2014,Lithuania,From 50 to 64 years,5395
2014,Lithuania,From 55 to 64 years,5087
2014,Lithuania,Less than 60 years,5204
2014,Lithuania,60 years or over,4106
2014,Lithuania,Less than 65 years,5171
2014,Lithuania,From 65 to 74 years,0
2014,Lithuania,65 years or over,3990
2014,Lithuania,Less than 75 years,5006
2014,Lithuania,75 years or over,3904
2014,Luxembourg,Total,34320
2014,Luxembourg,Less than 6 years,31421
2014,Luxembourg,From 6 to 11 years,28830
2014,Luxembourg,From 11 to 15 years,0
2014,Luxembourg,From 12 to 17 years,27460
2014,Luxembourg,Less than 16 years,29461
2014,Luxembourg,From 16 to 24 years,29430
2014,Luxembourg,From 16 to 64 years,34534
2014,Luxembourg,16 years or over,35138
2014,Luxembourg,Less than 18 years,29031
2014,Luxembourg,From 18 to 24 years,30455
2014,Luxembourg,From 18 to 64 years,34699
2014,Luxembourg,18 years or over,35320
2014,Luxembourg,From 25 to 49 years,35324
2014,Luxembourg,From 25 to 54 years,35237
2014,Luxembourg,From 50 to 64 years,36593
2014,Luxembourg,From 55 to 64 years,37645
2014,Luxembourg,Less than 60 years,32940
2014,Luxembourg,60 years or over,37645
2014,Luxembourg,Less than 65 years,33388
2014,Luxembourg,From 65 to 74 years,0
2014,Luxembourg,65 years or over,37207
2014,Luxembourg,Less than 75 years,34071
2014,Luxembourg,75 years or over,35503
2014,Hungary,Total,4512
2014,Hungary,Less than 6 years,3810
2014,Hungary,From 6 to 11 years,4095
2014,Hungary,From 11 to 15 years,0
2014,Hungary,From 12 to 17 years,3895
2014,Hungary,Less than 16 years,3934
2014,Hungary,From 16 to 24 years,3958
2014,Hungary,From 16 to 64 years,4581
2014,Hungary,16 years or over,4609
2014,Hungary,Less than 18 years,3928
2014,Hungary,From 18 to 24 years,4006
2014,Hungary,From 18 to 64 years,4608
2014,Hungary,18 years or over,4633
2014,Hungary,From 25 to 49 years,4716
2014,Hungary,From 25 to 54 years,4685
2014,Hungary,From 50 to 64 years,4703
2014,Hungary,From 55 to 64 years,4801
2014,Hungary,Less than 60 years,4418
2014,Hungary,60 years or over,4742
2014,Hungary,Less than 65 years,4458
2014,Hungary,From 65 to 74 years,0
2014,Hungary,65 years or over,4699
2014,Hungary,Less than 75 years,4497
2014,Hungary,75 years or over,4651
2014,Malta,Total,12808
2014,Malta,Less than 6 years,13376
2014,Malta,From 6 to 11 years,11178
2014,Malta,From 11 to 15 years,0
2014,Malta,From 12 to 17 years,10328
2014,Malta,Less than 16 years,11684
2014,Malta,From 16 to 24 years,12902
2014,Malta,From 16 to 64 years,13637
2014,Malta,16 years or over,12961
2014,Malta,Less than 18 years,11435
2014,Malta,From 18 to 24 years,13463
2014,Malta,From 18 to 64 years,13723
2014,Malta,18 years or over,13015
2014,Malta,From 25 to 49 years,14176
2014,Malta,From 25 to 54 years,14009
2014,Malta,From 50 to 64 years,13203
2014,Malta,From 55 to 64 years,12931
2014,Malta,Less than 60 years,13453
2014,Malta,60 years or over,10743
2014,Malta,Less than 65 years,13350
2014,Malta,From 65 to 74 years,0
2014,Malta,65 years or over,10327
2014,Malta,Less than 75 years,13011
2014,Malta,75 years or over,9785
2014,Netherlands,Total,20891
2014,Netherlands,Less than 6 years,21667
2014,Netherlands,From 6 to 11 years,19509
2014,Netherlands,From 11 to 15 years,0
2014,Netherlands,From 12 to 17 years,18960
2014,Netherlands,Less than 16 years,20139
2014,Netherlands,From 16 to 24 years,18711
2014,Netherlands,From 16 to 64 years,21754
2014,Netherlands,16 years or over,21051
2014,Netherlands,Less than 18 years,20021
2014,Netherlands,From 18 to 24 years,18662
2014,Netherlands,From 18 to 64 years,21879
2014,Netherlands,18 years or over,21135
2014,Netherlands,From 25 to 49 years,22169
2014,Netherlands,From 25 to 54 years,22188
2014,Netherlands,From 50 to 64 years,22899
2014,Netherlands,From 55 to 64 years,23213
2014,Netherlands,Less than 60 years,21241
2014,Netherlands,60 years or over,19718
2014,Netherlands,Less than 65 years,21318
2014,Netherlands,From 65 to 74 years,0
2014,Netherlands,65 years or over,19059
2014,Netherlands,Less than 75 years,21164
2014,Netherlands,75 years or over,17953
2014,Austria,Total,23211
2014,Austria,Less than 6 years,19980
2014,Austria,From 6 to 11 years,19694
2014,Austria,From 11 to 15 years,0
2014,Austria,From 12 to 17 years,20913
2014,Austria,Less than 16 years,19900
2014,Austria,From 16 to 24 years,23611
2014,Austria,From 16 to 64 years,24430
2014,Austria,16 years or over,23950
2014,Austria,Less than 18 years,20200
2014,Austria,From 18 to 24 years,23891
2014,Austria,From 18 to 64 years,24545
2014,Austria,18 years or over,24009
2014,Austria,From 25 to 49 years,23729
2014,Austria,From 25 to 54 years,24292
2014,Austria,From 50 to 64 years,26430
2014,Austria,From 55 to 64 years,25966
2014,Austria,Less than 60 years,23389
2014,Austria,60 years or over,22844
2014,Austria,Less than 65 years,23491
2014,Austria,From 65 to 74 years,0
2014,Austria,65 years or over,22424
2014,Austria,Less than 75 years,23484
2014,Austria,75 years or over,20927
2014,Poland,Total,5336
2014,Poland,Less than 6 years,5048
2014,Poland,From 6 to 11 years,5080
2014,Poland,From 11 to 15 years,0
2014,Poland,From 12 to 17 years,4398
2014,Poland,Less than 16 years,4926
2014,Poland,From 16 to 24 years,4692
2014,Poland,From 16 to 64 years,5434
2014,Poland,16 years or over,5413
2014,Poland,Less than 18 years,4865
2014,Poland,From 18 to 24 years,4784
2014,Poland,From 18 to 64 years,5471
2014,Poland,18 years or over,5433
2014,Poland,From 25 to 49 years,5651
2014,Poland,From 25 to 54 years,5616
2014,Poland,From 50 to 64 years,5492
2014,Poland,From 55 to 64 years,5502
2014,Poland,Less than 60 years,5326
2014,Poland,60 years or over,5355
2014,Poland,Less than 65 years,5339
2014,Poland,From 65 to 74 years,0
2014,Poland,65 years or over,5283
2014,Poland,Less than 75 years,5337
2014,Poland,75 years or over,5269
2014,Portugal,Total,8229
2014,Portugal,Less than 6 years,8566
2014,Portugal,From 6 to 11 years,8035
2014,Portugal,From 11 to 15 years,0
2014,Portugal,From 12 to 17 years,6899
2014,Portugal,Less than 16 years,7854
2014,Portugal,From 16 to 24 years,7187
2014,Portugal,From 16 to 64 years,8460
2014,Portugal,16 years or over,8318
2014,Portugal,Less than 18 years,7766
2014,Portugal,From 18 to 24 years,7279
2014,Portugal,From 18 to 64 years,8524
2014,Portugal,18 years or over,8365
2014,Portugal,From 25 to 49 years,8878
2014,Portugal,From 25 to 54 years,8727
2014,Portugal,From 50 to 64 years,8565
2014,Portugal,From 55 to 64 years,8793
2014,Portugal,Less than 60 years,8305
2014,Portugal,60 years or over,8048
2014,Portugal,Less than 65 years,8357
2014,Portugal,From 65 to 74 years,0
2014,Portugal,65 years or over,7819
2014,Portugal,Less than 75 years,8389
2014,Portugal,75 years or over,7126
2014,Romania,Total,2155
2014,Romania,Less than 6 years,1953
2014,Romania,From 6 to 11 years,1628
2014,Romania,From 11 to 15 years,0
2014,Romania,From 12 to 17 years,1518
2014,Romania,Less than 16 years,1681
2014,Romania,From 16 to 24 years,1685
2014,Romania,From 16 to 64 years,2248
2014,Romania,16 years or over,2240
2014,Romania,Less than 18 years,1628
2014,Romania,From 18 to 24 years,1783
2014,Romania,From 18 to 64 years,2272
2014,Romania,18 years or over,2257
2014,Romania,From 25 to 49 years,2274
2014,Romania,From 25 to 54 years,2281
2014,Romania,From 50 to 64 years,2474
2014,Romania,From 55 to 64 years,2519
2014,Romania,Less than 60 years,2098
2014,Romania,60 years or over,2314
2014,Romania,Less than 65 years,2141
2014,Romania,From 65 to 74 years,0
2014,Romania,65 years or over,2219
2014,Romania,Less than 75 years,2172
2014,Romania,75 years or over,1999
2014,Slovenia,Total,11909
2014,Slovenia,Less than 6 years,12075
2014,Slovenia,From 6 to 11 years,12088
2014,Slovenia,From 11 to 15 years,0
2014,Slovenia,From 12 to 17 years,11241
2014,Slovenia,Less than 16 years,11877
2014,Slovenia,From 16 to 24 years,11451
2014,Slovenia,From 16 to 64 years,12146
2014,Slovenia,16 years or over,11917
2014,Slovenia,Less than 18 years,11787
2014,Slovenia,From 18 to 24 years,11529
2014,Slovenia,From 18 to 64 years,12171
2014,Slovenia,18 years or over,11937
2014,Slovenia,From 25 to 49 years,12426
2014,Slovenia,From 25 to 54 years,12463
2014,Slovenia,From 50 to 64 years,11981
2014,Slovenia,From 55 to 64 years,11589
2014,Slovenia,Less than 60 years,12162
2014,Slovenia,60 years or over,11070
2014,Slovenia,Less than 65 years,12097
2014,Slovenia,From 65 to 74 years,0
2014,Slovenia,65 years or over,10953
2014,Slovenia,Less than 75 years,12019
2014,Slovenia,75 years or over,10651
2014,Slovakia,Total,6809
2014,Slovakia,Less than 6 years,6178
2014,Slovakia,From 6 to 11 years,6010
2014,Slovakia,From 11 to 15 years,0
2014,Slovakia,From 12 to 17 years,5868
2014,Slovakia,Less than 16 years,6032
2014,Slovakia,From 16 to 24 years,6306
2014,Slovakia,From 16 to 64 years,7206
2014,Slovakia,16 years or over,6932
2014,Slovakia,Less than 18 years,6016
2014,Slovakia,From 18 to 24 years,6506
2014,Slovakia,From 18 to 64 years,7263
2014,Slovakia,18 years or over,6963
2014,Slovakia,From 25 to 49 years,7263
2014,Slovakia,From 25 to 54 years,7335
2014,Slovakia,From 50 to 64 years,7544
2014,Slovakia,From 55 to 64 years,7512
2014,Slovakia,Less than 60 years,6929
2014,Slovakia,60 years or over,6473
2014,Slovakia,Less than 65 years,6937
2014,Slovakia,From 65 to 74 years,0
2014,Slovakia,65 years or over,6301
2014,Slovakia,Less than 75 years,6875
2014,Slovakia,75 years or over,5961
2014,Finland,Total,23702
2014,Finland,Less than 6 years,22384
2014,Finland,From 6 to 11 years,24287
2014,Finland,From 11 to 15 years,0
2014,Finland,From 12 to 17 years,22617
2014,Finland,Less than 16 years,23192
2014,Finland,From 16 to 24 years,20610
2014,Finland,From 16 to 64 years,25243
2014,Finland,16 years or over,23827
2014,Finland,Less than 18 years,23036
2014,Finland,From 18 to 24 years,20054
2014,Finland,From 18 to 64 years,25412
2014,Finland,18 years or over,23889
2014,Finland,From 25 to 49 years,25653
2014,Finland,From 25 to 54 years,26080
2014,Finland,From 50 to 64 years,26981
2014,Finland,From 55 to 64 years,26624
2014,Finland,Less than 60 years,24663
2014,Finland,60 years or over,20883
2014,Finland,Less than 65 years,24729
2014,Finland,From 65 to 74 years,0
2014,Finland,65 years or over,19641
2014,Finland,Less than 75 years,24376
2014,Finland,75 years or over,17613
2014,Sweden,Total,25838
2014,Sweden,Less than 6 years,24130
2014,Sweden,From 6 to 11 years,25180
2014,Sweden,From 11 to 15 years,0
2014,Sweden,From 12 to 17 years,24454
2014,Sweden,Less than 16 years,24544
2014,Sweden,From 16 to 24 years,22415
2014,Sweden,From 16 to 64 years,27700
2014,Sweden,16 years or over,26198
2014,Sweden,Less than 18 years,24544
2014,Sweden,From 18 to 24 years,21900
2014,Sweden,From 18 to 64 years,27890
2014,Sweden,18 years or over,26269
2014,Sweden,From 25 to 49 years,27182
2014,Sweden,From 25 to 54 years,27890
2014,Sweden,From 50 to 64 years,32268
2014,Sweden,From 55 to 64 years,32729
2014,Sweden,Less than 60 years,26637
2014,Sweden,60 years or over,23762
2014,Sweden,Less than 65 years,26921
2014,Sweden,From 65 to 74 years,0
2014,Sweden,65 years or over,22190
2014,Sweden,Less than 75 years,26769
2014,Sweden,75 years or over,19522
2014,Iceland,Total,22487
2014,Iceland,Less than 6 years,19824
2014,Iceland,From 6 to 11 years,21302
2014,Iceland,From 11 to 15 years,0
2014,Iceland,From 12 to 17 years,20980
2014,Iceland,Less than 16 years,20611
2014,Iceland,From 16 to 24 years,22820
2014,Iceland,From 16 to 64 years,23668
2014,Iceland,16 years or over,23178
2014,Iceland,Less than 18 years,20747
2014,Iceland,From 18 to 24 years,23058
2014,Iceland,From 18 to 64 years,23726
2014,Iceland,18 years or over,23201
2014,Iceland,From 25 to 49 years,22267
2014,Iceland,From 25 to 54 years,23015
2014,Iceland,From 50 to 64 years,26553
2014,Iceland,From 55 to 64 years,26716
2014,Iceland,Less than 60 years,22487
2014,Iceland,60 years or over,22506
2014,Iceland,Less than 65 years,22777
2014,Iceland,From 65 to 74 years,0
2014,Iceland,65 years or over,20453
2014,Iceland,Less than 75 years,22780
2014,Iceland,75 years or over,17728
2014,Norway,Total,43775
2014,Norway,Less than 6 years,42230
2014,Norway,From 6 to 11 years,42334
2014,Norway,From 11 to 15 years,0
2014,Norway,From 12 to 17 years,40095
2014,Norway,Less than 16 years,41693
2014,Norway,From 16 to 24 years,36140
2014,Norway,From 16 to 64 years,45642
2014,Norway,16 years or over,44522
2014,Norway,Less than 18 years,41554
2014,Norway,From 18 to 24 years,34193
2014,Norway,From 18 to 64 years,45836
2014,Norway,18 years or over,44781
2014,Norway,From 25 to 49 years,44844
2014,Norway,From 25 to 54 years,45638
2014,Norway,From 50 to 64 years,52896
2014,Norway,From 55 to 64 years,53767
2014,Norway,Less than 60 years,43879
2014,Norway,60 years or over,43426
2014,Norway,Less than 65 years,44431
2014,Norway,From 65 to 74 years,0
2014,Norway,65 years or over,40729
2014,Norway,Less than 75 years,44485
2014,Norway,75 years or over,34566
2014,Switzerland,Total,38162
2014,Switzerland,Less than 6 years,33218
2014,Switzerland,From 6 to 11 years,33651
2014,Switzerland,From 11 to 15 years,0
2014,Switzerland,From 12 to 17 years,34484
2014,Switzerland,Less than 16 years,33699
2014,Switzerland,From 16 to 24 years,37708
2014,Switzerland,From 16 to 64 years,40848
2014,Switzerland,16 years or over,39226
2014,Switzerland,Less than 18 years,33862
2014,Switzerland,From 18 to 24 years,37926
2014,Switzerland,From 18 to 64 years,40977
2014,Switzerland,18 years or over,39354
2014,Switzerland,From 25 to 49 years,40604
2014,Switzerland,From 25 to 54 years,40931
2014,Switzerland,From 50 to 64 years,43866
2014,Switzerland,From 55 to 64 years,44191
2014,Switzerland,Less than 60 years,38987
2014,Switzerland,60 years or over,34771
2014,Switzerland,Less than 65 years,39278
2014,Switzerland,From 65 to 74 years,0
2014,Switzerland,65 years or over,32094
2014,Switzerland,Less than 75 years,38940
2014,Switzerland,75 years or over,28224
2014,United Kingdom,Total,20528
2014,United Kingdom,Less than 6 years,18102
2014,United Kingdom,From 6 to 11 years,18001
2014,United Kingdom,From 11 to 15 years,0
2014,United Kingdom,From 12 to 17 years,16901
2014,United Kingdom,Less than 16 years,17810
2014,United Kingdom,From 16 to 24 years,19108
2014,United Kingdom,From 16 to 64 years,22264
2014,United Kingdom,16 years or over,21305
2014,United Kingdom,Less than 18 years,17653
2014,United Kingdom,From 18 to 24 years,19875
2014,United Kingdom,From 18 to 64 years,22526
2014,United Kingdom,18 years or over,21418
2014,United Kingdom,From 25 to 49 years,22849
2014,United Kingdom,From 25 to 54 years,22988
2014,United Kingdom,From 50 to 64 years,23198
2014,United Kingdom,From 55 to 64 years,22967
2014,United Kingdom,Less than 60 years,21097
2014,United Kingdom,60 years or over,19182
2014,United Kingdom,Less than 65 years,21206
2014,United Kingdom,From 65 to 74 years,0
2014,United Kingdom,65 years or over,18435
2014,United Kingdom,Less than 75 years,21000
2014,United Kingdom,75 years or over,16932
2014,North Macedonia,Total,1946
2014,North Macedonia,Less than 6 years,1855
2014,North Macedonia,From 6 to 11 years,1739
2014,North Macedonia,From 11 to 15 years,0
2014,North Macedonia,From 12 to 17 years,1556
2014,North Macedonia,Less than 16 years,1739
2014,North Macedonia,From 16 to 24 years,1796
2014,North Macedonia,From 16 to 64 years,1983
2014,North Macedonia,16 years or over,2013
2014,North Macedonia,Less than 18 years,1696
2014,North Macedonia,From 18 to 24 years,1830
2014,North Macedonia,From 18 to 64 years,2006
2014,North Macedonia,18 years or over,2031
2014,North Macedonia,From 25 to 49 years,1979
2014,North Macedonia,From 25 to 54 years,2006
2014,North Macedonia,From 50 to 64 years,2157
2014,North Macedonia,From 55 to 64 years,2171
2014,North Macedonia,Less than 60 years,1929
2014,North Macedonia,60 years or over,2139
2014,North Macedonia,Less than 65 years,1942
2014,North Macedonia,From 65 to 74 years,0
2014,North Macedonia,65 years or over,2139
2014,North Macedonia,Less than 75 years,1946
2014,North Macedonia,75 years or over,2042
2014,Serbia,Total,2426
2014,Serbia,Less than 6 years,2357
2014,Serbia,From 6 to 11 years,2188
2014,Serbia,From 11 to 15 years,0
2014,Serbia,From 12 to 17 years,1993
2014,Serbia,Less than 16 years,2206
2014,Serbia,From 16 to 24 years,2164
2014,Serbia,From 16 to 64 years,2443
2014,Serbia,16 years or over,2461
2014,Serbia,Less than 18 years,2159
2014,Serbia,From 18 to 24 years,2232
2014,Serbia,From 18 to 64 years,2462
2014,Serbia,18 years or over,2475
2014,Serbia,From 25 to 49 years,2510
2014,Serbia,From 25 to 54 years,2490
2014,Serbia,From 50 to 64 years,2466
2014,Serbia,From 55 to 64 years,2496
2014,Serbia,Less than 60 years,2370
2014,Serbia,60 years or over,2546
2014,Serbia,Less than 65 years,2395
2014,Serbia,From 65 to 74 years,0
2014,Serbia,65 years or over,2528
