"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","584"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","930"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","885"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","166"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Biology","Total","44"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Biochemistry","Total","13"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Environment","Total","26"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Physical sciences","Total","63"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","20"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","430"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,096"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","628"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","43"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","320"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","474"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Health and welfare","Total","7,666"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Health","Total","7,637"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,286"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Welfare","Total","26"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","26"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Services","Total","595"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","98"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Sports","Total","38"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","143"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Transport services","Total","257"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Total","Total","44,261"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Education","Total","695"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","4,146"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","4,590"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","8,958"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","3,210"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Biology","Total","702"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Biochemistry","Total","759"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Environment","Total","122"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","957"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","393"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","4,616"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","6,354"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","3,071"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","369"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","1,767"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,396"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","8,441"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Health","Total","8,295"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Dental studies","Total","756"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Welfare","Total","104"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","2"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","11"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","91"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Services","Total","1,855"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","516"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Sports","Total","183"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","405"
"2017","Czechia","Number","Tertiary education (levels 5-8)","Transport services","Total","468"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Total","Total","33,602"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Education","Total","669"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","3,891"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","2,830"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","9,536"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","2,103"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Biology","Total","120"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Biochemistry","Total","295"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Environment","Total","53"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Physical sciences","Total","348"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","87"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","2,440"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","6,841"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","4,212"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","512"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","2,117"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","821"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Health and welfare","Total","2,767"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Health","Total","2,453"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Dental studies","Total","33"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Welfare","Total","314"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","219"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","95"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Services","Total","1,679"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","406"
"2017","Denmark","Number","Tertiary education (levels 5-8)","Transport services","Total","20"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Total","Total","258,873"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Education","Total","5,101"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","42,655"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","19,786"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","45,378"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","22,596"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","22,244"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","76,738"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2017","Germany (until 1990 former territory of the FRG)","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
