TIME,SEX,COUNTRY,SIZECLAS,VALUE
2018,Females,Switzerland,Human health and social work activities,6014
2018,Females,Switzerland,Arts entertainment and recreation,5848
2018,Females,Switzerland,Other service activities,6189
2018,Females,United Kingdom,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),2859
2018,Females,United Kingdom,Industry construction and services (except public administration defense compulsory social security),2843
2018,Females,United Kingdom,Business economy,2789
2018,Females,United Kingdom,Industry and construction,2944
2018,Females,United Kingdom,Industry (except construction),2904
2018,Females,United Kingdom,Mining and quarrying,4520
2018,Females,United Kingdom,Manufacturing,2811
2018,Females,United Kingdom,Electricity gas steam and air conditioning supply,3377
2018,Females,United Kingdom,Water supply; sewerage waste management and remediation activities,3307
2018,Females,United Kingdom,Construction,3126
2018,Females,United Kingdom,Services (except activities of households as employers and extra-territorial organisations and bodies),2854
2018,Females,United Kingdom,Services (except public administration defense compulsory social security activities of households as employers and extra-territorial organisations and bodies),2836
2018,Females,United Kingdom,Wholesale and retail trade; transport; accommodation and food service activities; information and communication,2387
2018,Females,United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,2299
2018,Females,United Kingdom,Transportation and storage,2975
2018,Females,United Kingdom,Accommodation and food service activities,1865
2018,Females,United Kingdom,Information and communication,3814
2018,Females,United Kingdom,Financial and insurance activities; real estate activities; professional scientific and technical activities; administrative and support service activities,3275
2018,Females,United Kingdom,Financial and insurance activities,3969
2018,Females,United Kingdom,Real estate activities,2929
2018,Females,United Kingdom,Professional scientific and technical activities,3644
2018,Females,United Kingdom,Administrative and support service activities,2617
2018,Females,United Kingdom,Public administration and defence; compulsory social security; education; human health and social work activities; arts entertainment and recreation; other service activities,2918
2018,Females,United Kingdom,Public administration and defence; compulsory social security,3132
2018,Females,United Kingdom,Education; human health and social work activities; arts entertainment and recreation; other service activities,2894
2018,Females,United Kingdom,Education,2970
2018,Females,United Kingdom,Human health and social work activities,2878
2018,Females,United Kingdom,Arts entertainment and recreation,2441
2018,Females,United Kingdom,Other service activities,2732
2018,Females,North Macedonia,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),542
2018,Females,North Macedonia,Industry construction and services (except public administration defense compulsory social security),532
2018,Females,North Macedonia,Business economy,516
2018,Females,North Macedonia,Industry and construction,448
2018,Females,North Macedonia,Industry (except construction),441
2018,Females,North Macedonia,Mining and quarrying,727
2018,Females,North Macedonia,Manufacturing,428
2018,Females,North Macedonia,Electricity gas steam and air conditioning supply,866
2018,Females,North Macedonia,Water supply; sewerage waste management and remediation activities,508
2018,Females,North Macedonia,Construction,614
